"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Redenção";"Pará";1;2003;49
"Redenção";"Pará";1;2003;140
"Bannach";"Pará";2;2003;16
"Bannach";"Pará";2;2003;17
"Rio Maria";"Pará";2;2003;1
"Goianésia do Pará";"Pará";3;2003;15
"Redenção";"Pará";3;2003;74
"Bom Jardim";"Maranhão";4;2003;13
"João Lisboa";"Maranhão";4;2003;65
"Sorriso";"Mato Grosso";5;2003;8
"Sorriso";"Mato Grosso";5;2003;49
"Sorriso";"Mato Grosso";5;2003;0
"Curionópolis";"Pará";6;2003;12
"Marabá";"Pará";6;2003;16
"Marabá";"Pará";6;2003;0
"Nova Ipixuna";"Pará";6;2003;0
"Cumaru do Norte";"Pará";7;2003;99
"Cumaru do Norte";"Pará";7;2003;261
"Água Azul do Norte";"Pará";8;2003;1
"Goianésia do Pará";"Pará";8;2003;36
"Rio Maria";"Pará";8;2003;8
"Paragominas";"Pará";9;2003;21
"Ulianópolis";"Pará";9;2003;42
"Açailândia";"Maranhão";9;2003;0
"Bom Jesus das Selvas";"Maranhão";9;2003;0
"Itapeva";"São Paulo";10;2003;0
"Campo Verde";"Mato Grosso";11;2003;0
"Jaciara";"Mato Grosso";11;2003;0
"Poxoréo";"Mato Grosso";11;2003;0
"Piçarra";"Pará";12;2003;0
"Sapucaia";"Pará";12;2003;107
"Belém";"Pará";13;2003;0
"Santarém";"Pará";13;2003;0
"Uruará";"Pará";13;2003;0
"Barreiras";"Bahia";14;2003;46
"Novo Mundo";"Mato Grosso";15;2003;136
"Água Azul do Norte";"Pará";16;2003;13
"São Félix do Xingu";"Pará";16;2003;41
"Goianésia do Pará";"Pará";17;2003;26
"Novo Repartimento";"Pará";17;2003;5
"Novo Repartimento";"Pará";17;2003;6
"Marabá";"Pará";18;2003;28
"Marabá";"Pará";18;2003;32
"Marabá";"Pará";18;2003;0
"Ananás";"Tocantins";19;2003;11
"Araguanã";"Tocantins";19;2003;54
"Canaã dos Carajás";"Pará";20;2003;0
"Curionópolis";"Pará";20;2003;0
"Pau D'Arco";"Pará";20;2003;0
"Redenção";"Pará";20;2003;0
"Porto Velho";"Rondônia";21;2003;0
"Ananás";"Tocantins";22;2003;29
"Araguaína";"Tocantins";22;2003;2
"Araguaína";"Tocantins";22;2003;6
"Itaporã do Tocantins";"Tocantins";22;2003;24
"Campos dos Goytacazes";"Rio de Janeiro";23;2003;108
"Campos dos Goytacazes";"Rio de Janeiro";23;2003;156
"Ribas do Rio Pardo";"Mato Grosso do Sul";24;2003;0
"Itupiranga";"Pará";25;2003;3
"Itupiranga";"Pará";25;2003;11
"Marabá";"Pará";25;2003;2
"Marabá";"Pará";25;2003;3
"Marabá";"Pará";25;2003;4
"Marabá";"Pará";25;2003;5
"Marabá";"Pará";25;2003;7
"Marabá";"Pará";25;2003;17
"São João do Araguaia";"Pará";25;2003;17
"Santa Maria das Barreiras";"Pará";26;2003;20
"Santa Maria das Barreiras";"Pará";26;2003;33
"Corumbiara";"Rondônia";27;2003;12
"Pimenteiras do Oeste";"Rondônia";27;2003;219
"Ananás";"Tocantins";28;2003;72
"Bom Jesus do Araguaia";"Mato Grosso";29;2003;15
"São Félix do Araguaia";"Mato Grosso";29;2003;39
"São Félix do Araguaia";"Mato Grosso";29;2003;0
"Ananás";"Tocantins";30;2003;43
"Cabo Frio";"Rio de Janeiro";31;2003;64
"Dom Eliseu";"Pará";32;2003;12
"Carutapera";"Maranhão";32;2003;40
"Altamira";"Pará";33;2003;6
"São Félix do Xingu";"Pará";33;2003;1
"São Félix do Xingu";"Pará";33;2003;2
"São Félix do Xingu";"Pará";33;2003;3
"São Félix do Xingu";"Pará";33;2003;7
"São Félix do Xingu";"Pará";33;2003;9
"São Félix do Xingu";"Pará";33;2003;11
"São Félix do Xingu";"Pará";33;2003;14
"São Félix do Xingu";"Pará";33;2003;16
"São Félix do Xingu";"Pará";33;2003;23
"São Félix do Xingu";"Pará";33;2003;27
"São Félix do Xingu";"Pará";33;2003;0
"Afuá";"Pará";34;2003;21
"São Francisco do Brejão";"Maranhão";35;2003;10
"Senador La Rocque";"Maranhão";35;2003;20
"Cerejeiras";"Rondônia";36;2003;73
"Eldorado dos Carajás";"Pará";37;2003;36
"Palestina do Pará";"Pará";37;2003;19
"Marabá";"Pará";38;2003;29
"São Félix do Xingu";"Pará";38;2003;1
"Nova Ubiratã";"Mato Grosso";39;2003;2
"Nova Ubiratã";"Mato Grosso";39;2003;3
"Nova Ubiratã";"Mato Grosso";39;2003;4
"Santa Rita do Trivelato";"Mato Grosso";39;2003;73
"Corumbiara";"Rondônia";40;2003;51
"Araruama";"Rio de Janeiro";41;2003;2
"Campos dos Goytacazes";"Rio de Janeiro";41;2003;91
"Valença";"Rio de Janeiro";41;2003;25
"Rondon do Pará";"Pará";42;2003;0
"Açailândia";"Maranhão";43;2003;17
"Açailândia";"Maranhão";43;2003;25
"Açailândia";"Maranhão";43;2003;30
"Açailândia";"Maranhão";43;2003;0
"Santa Maria das Barreiras";"Pará";44;2003;11
"Santana do Araguaia";"Pará";44;2003;107
"Ananás";"Tocantins";45;2003;14
"Bandeirantes do Tocantins";"Tocantins";45;2003;14
"Bandeirantes do Tocantins";"Tocantins";45;2003;26
"Darcinópolis";"Tocantins";45;2003;8
"Conquista D'Oeste";"Mato Grosso";46;2003;0
"Vila Bela da Santíssima Trindade";"Mato Grosso";46;2003;5
"Brejo Grande do Araguaia";"Pará";47;2003;5
"São Desidério";"Bahia";48;2003;745
"Dom Eliseu";"Pará";49;2003;12
"Rio Maria";"Pará";49;2003;18
"Luís Eduardo Magalhães";"Bahia";50;2003;259
"Confresa";"Mato Grosso";51;2003;272
"Santa Terezinha";"Mato Grosso";51;2003;3
"Vila Rica";"Mato Grosso";51;2003;8
"Dom Eliseu";"Pará";52;2003;40
"Açailândia";"Maranhão";52;2003;22
"Itinga do Maranhão";"Maranhão";52;2003;18
"Marabá";"Pará";53;2003;41
"Novo Repartimento";"Pará";53;2003;28
"Água Azul do Norte";"Pará";54;2003;13
"Floresta do Araguaia";"Pará";54;2003;1
"Xinguara";"Pará";54;2003;15
"São Desidério";"Bahia";55;2003;39
"Açailândia";"Maranhão";56;2003;6
"Açailândia";"Maranhão";56;2003;18
"Amarante do Maranhão";"Maranhão";56;2003;0
"Carmolândia";"Tocantins";57;2003;15
"Presidente Kennedy";"Tocantins";57;2003;3
"Presidente Kennedy";"Tocantins";57;2003;6
"Novo Repartimento";"Pará";58;2003;26
"Campos Lindos";"Tocantins";59;2003;20
"Água Clara";"Mato Grosso do Sul";60;2003;0
"Brasilândia";"Mato Grosso do Sul";60;2003;0
"Ribas do Rio Pardo";"Mato Grosso do Sul";60;2003;0
"Sidrolândia";"Mato Grosso do Sul";60;2003;0
"Três Lagoas";"Mato Grosso do Sul";60;2003;29
"Nova Mutum";"Mato Grosso";61;2003;0
"Vera";"Mato Grosso";61;2003;53
"Breu Branco";"Pará";62;2003;37
"Ourilândia do Norte";"Pará";62;2003;14
"Xinguara";"Pará";62;2003;6
"Ourilândia do Norte";"Pará";63;2003;1
"Rondon do Pará";"Pará";63;2003;16
"Açailândia";"Maranhão";64;2003;15
"Canarana";"Mato Grosso";65;2003;8
"Coelho Neto";"Maranhão";66;2003;0
"Chupinguaia";"Rondônia";67;2003;128
"Santana do Araguaia";"Pará";1;2004;49
"Goianésia do Pará";"Pará";2;2004;0
"Marabá";"Pará";2;2004;13
"Marabá";"Pará";2;2004;52
"São Domingos do Capim";"Pará";2;2004;6
"Canaã dos Carajás";"Pará";3;2004;24
"Piçarra";"Pará";3;2004;35
"Açailândia";"Maranhão";4;2004;29
"Açailândia";"Maranhão";4;2004;34
"Arinos";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Aragominas";"Tocantins";6;2004;28
"Bandeirantes do Tocantins";"Tocantins";6;2004;15
"Xambioá";"Tocantins";6;2004;9
"Ananás";"Tocantins";7;2004;0
"Carmolândia";"Tocantins";7;2004;0
"Araguaína";"Tocantins";8;2004;5
"Araguaína";"Tocantins";8;2004;7
"Araguaína";"Tocantins";8;2004;32
"Brasilândia do Tocantins";"Tocantins";8;2004;12
"Cachoeirinha";"Tocantins";8;2004;60
"Xambioá";"Tocantins";8;2004;18
"São Félix do Araguaia";"Mato Grosso";9;2004;6
"São Félix do Araguaia";"Mato Grosso";9;2004;9
"São Félix do Araguaia";"Mato Grosso";9;2004;0
"Dom Eliseu";"Pará";10;2004;45
"Rondon do Pará";"Pará";10;2004;54
"Chupinguaia";"Rondônia";11;2004;18
"Bom Jesus do Tocantins";"Pará";12;2004;5
"Tailândia";"Pará";12;2004;18
"Xinguara";"Pará";12;2004;5
"Curionópolis";"Pará";13;2004;0
"Marabá";"Pará";13;2004;0
"São Geraldo do Araguaia";"Pará";13;2004;7
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Guarda-Mor";"Minas Gerais";14;2004;0
"Patos de Minas";"Minas Gerais";14;2004;0
"Várzea da Palma";"Minas Gerais";14;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Bonfinópolis de Minas";"Minas Gerais";16;2004;2
"Bonfinópolis de Minas";"Minas Gerais";16;2004;0
"Unaí";"Minas Gerais";16;2004;0
"Buritis";"Minas Gerais";17;2004;0
"Unaí";"Minas Gerais";17;2004;0
"Cristalina";"Goiás";17;2004;0
"Porto Alegre do Norte";"Mato Grosso";18;2004;0
"São Félix do Araguaia";"Mato Grosso";18;2004;0
"Dom Eliseu";"Pará";19;2004;4
"Açailândia";"Maranhão";19;2004;5
"Açailândia";"Maranhão";19;2004;6
"Santa Luzia";"Maranhão";19;2004;50
"Vila Nova dos Martírios";"Maranhão";19;2004;8
"Alto do Rodrigues";"Rio Grande do Norte";20;2004;29
"Santana do Araguaia";"Pará";21;2004;78
"Vila Rica";"Mato Grosso";21;2004;127
"Brasnorte";"Mato Grosso";22;2004;24
"Campo Novo do Parecis";"Mato Grosso";22;2004;13
"Campo Novo do Parecis";"Mato Grosso";22;2004;14
"Campo Novo do Parecis";"Mato Grosso";22;2004;0
"Diamantino";"Mato Grosso";22;2004;0
"Nobres";"Mato Grosso";22;2004;0
"Nova Mutum";"Mato Grosso";22;2004;0
"Bom Jesus do Tocantins";"Pará";23;2004;6
"Palestina do Pará";"Pará";23;2004;5
"Rondon do Pará";"Pará";23;2004;24
"Correntina";"Bahia";24;2004;68
"São Desidério";"Bahia";24;2004;0
"Juara";"Mato Grosso";25;2004;3
"Tapurah";"Mato Grosso";25;2004;18
"Ananás";"Tocantins";26;2004;0
"Aragominas";"Tocantins";26;2004;10
"Arapoema";"Tocantins";26;2004;53
"Xambioá";"Tocantins";26;2004;17
"Altamira do Maranhão";"Maranhão";27;2004;0
"Baixa Grande do Ribeiro";"Piauí";28;2004;17
"Conceição da Barra";"Espírito Santo";29;2004;108
"Conceição da Barra";"Espírito Santo";29;2004;0
"Pedro Canário";"Espírito Santo";30;2004;106
"Pedro Canário";"Espírito Santo";30;2004;0
"Altamira";"Pará";31;2004;79
"Brejetuba";"Espírito Santo";32;2004;30
"Brejetuba";"Espírito Santo";32;2004;0
"Ribeiro Gonçalves";"Piauí";33;2004;21
"Goianésia do Pará";"Pará";34;2004;6
"Goianésia do Pará";"Pará";34;2004;12
"Goianésia do Pará";"Pará";34;2004;16
"Goianésia do Pará";"Pará";34;2004;0
"Marabá";"Pará";34;2004;0
"Bonfinópolis de Minas";"Minas Gerais";35;2004;0
"Paracatu";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Guarda-Mor";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;9
"Paracatu";"Minas Gerais";36;2004;0
"Unaí";"Minas Gerais";36;2004;0
"Cotegipe";"Bahia";37;2004;3
"Cotegipe";"Bahia";37;2004;11
"Querência";"Mato Grosso";38;2004;28
"Querência";"Mato Grosso";38;2004;0
"São Félix do Xingu";"Pará";39;2004;44
"Pau D'Arco";"Tocantins";39;2004;16
"Viseu";"Pará";40;2004;7
"Vitória do Xingu";"Pará";41;2004;10
"Inácio Martins";"Paraná";42;2004;0
"Porecatu";"Paraná";42;2004;0
"Baião";"Pará";43;2004;0
"Tucuruí";"Pará";43;2004;0
"Tomé-Açu";"Pará";44;2004;59
"Araguatins";"Tocantins";45;2004;6
"Arapoema";"Tocantins";45;2004;31
"Xambioá";"Tocantins";45;2004;0
"Cláudia";"Mato Grosso";46;2004;18
"Nova Ubiratã";"Mato Grosso";46;2004;13
"Rondon do Pará";"Pará";47;2004;2
"Rondon do Pará";"Pará";47;2004;10
"Rondon do Pará";"Pará";47;2004;15
"Açailândia";"Maranhão";47;2004;63
"Campo Alegre de Goiás";"Goiás";48;2004;7
"Campo Alegre de Goiás";"Goiás";48;2004;41
"Campo Alegre de Goiás";"Goiás";48;2004;67
"Campo Alegre de Goiás";"Goiás";49;2004;84
"Bom Jesus das Selvas";"Maranhão";50;2004;2
"Bom Jesus das Selvas";"Maranhão";50;2004;4
"Lajeado Novo";"Maranhão";50;2004;9
"São Francisco do Brejão";"Maranhão";50;2004;10
"Senador La Rocque";"Maranhão";50;2004;13
"Rondon do Pará";"Pará";51;2004;0
"Ananás";"Tocantins";52;2004;7
"Araguaína";"Tocantins";52;2004;5
"Araguaína";"Tocantins";52;2004;0
"Arapoema";"Tocantins";52;2004;0
"Santa Fé de Minas";"Minas Gerais";53;2004;8
"Barreiras";"Bahia";54;2004;0
"Bacabeira";"Maranhão";55;2004;0
"Pindaré-Mirim";"Maranhão";55;2004;17
"Rondon do Pará";"Pará";56;2004;19
"Rondon do Pará";"Pará";56;2004;0
"São Geraldo do Araguaia";"Pará";57;2004;16
"Aragominas";"Tocantins";57;2004;7
"Pacajá";"Pará";58;2004;124
"Baianópolis";"Bahia";59;2004;8
"Baianópolis";"Bahia";59;2004;21
"Sítio d'Abadia";"Goiás";60;2004;0
"Açailândia";"Maranhão";61;2004;16
"São Francisco do Brejão";"Maranhão";61;2004;14
"São Francisco do Brejão";"Maranhão";61;2004;20
"Pacajá";"Pará";62;2004;8
"Pacajá";"Pará";62;2004;29
"Tocantinópolis";"Tocantins";63;2004;174
"Porangatu";"Goiás";64;2004;46
"Formosa do Rio Preto";"Bahia";65;2004;39
"Darcinópolis";"Tocantins";66;2004;29
"Açailândia";"Maranhão";67;2004;14
"Centro Novo do Maranhão";"Maranhão";67;2004;18
"Santa Luzia";"Maranhão";67;2004;7
"Santa Luzia";"Maranhão";67;2004;8
"Brasil Novo";"Pará";68;2004;5
"Sinop";"Mato Grosso";69;2004;53
"Ulianópolis";"Pará";70;2004;15
"Anapu";"Pará";71;2004;20
"Lábrea";"Amazonas";72;2004;2
"Caracol";"Mato Grosso do Sul";1;2005;10
"Vila Boa";"Goiás";2;2005;0
"Ulianópolis";"Pará";3;2005;64
"Marabá";"Pará";4;2005;22
"São Geraldo do Araguaia";"Pará";5;2005;22
"Santana do Araguaia";"Pará";6;2005;56
"Aruanã";"Goiás";7;2005;0
"Dom Eliseu";"Pará";8;2005;27
"Açailândia";"Maranhão";8;2005;0
"Bom Jesus das Selvas";"Maranhão";8;2005;12
"João Lisboa";"Maranhão";8;2005;21
"Uruará";"Pará";9;2005;29
"Chupinguaia";"Rondônia";10;2005;19
"Santana do Araguaia";"Pará";11;2005;6
"Santana do Araguaia";"Pará";11;2005;29
"Xambioá";"Tocantins";11;2005;16
"Barreiras";"Bahia";12;2005;67
"Correntina";"Bahia";13;2005;33
"Ananás";"Tocantins";14;2005;22
"Axixá do Tocantins";"Tocantins";14;2005;40
"São Félix do Xingu";"Pará";15;2005;90
"Dom Eliseu";"Pará";16;2005;5
"Dom Eliseu";"Pará";16;2005;8
"Dom Eliseu";"Pará";16;2005;26
"Bacabal";"Maranhão";16;2005;10
"Bom Jesus das Selvas";"Maranhão";16;2005;12
"Tapurah";"Mato Grosso";17;2005;10
"Rondon do Pará";"Pará";18;2005;0
"Abel Figueiredo";"Pará";19;2005;43
"Goianésia do Pará";"Pará";20;2005;178
"Confresa";"Mato Grosso";21;2005;10
"Correntina";"Bahia";22;2005;34
"Formosa do Rio Preto";"Bahia";22;2005;52
"Formoso";"Goiás";23;2005;5
"Formoso";"Goiás";23;2005;10
"Mara Rosa";"Goiás";23;2005;12
"Mutunópolis";"Goiás";23;2005;6
"Santa Terezinha de Goiás";"Goiás";23;2005;2
"Santa Terezinha de Goiás";"Goiás";23;2005;3
"Santa Terezinha de Goiás";"Goiás";23;2005;4
"Cambará do Sul";"Rio Grande do Sul";24;2005;35
"Ananás";"Tocantins";25;2005;32
"Centro Novo do Maranhão";"Maranhão";26;2005;37
"Dom Eliseu";"Pará";27;2005;18
"Ulianópolis";"Pará";27;2005;31
"Imperatriz";"Maranhão";27;2005;13
"Tunas do Paraná";"Paraná";28;2005;82
"Paragominas";"Pará";29;2005;32
"Paragominas";"Pará";29;2005;0
"Sucupira";"Tocantins";30;2005;36
"Confresa";"Mato Grosso";31;2005;1003
"Correntina";"Bahia";32;2005;24
"Alta Floresta";"Mato Grosso";33;2005;3
"Rio Branco";"Acre";34;2005;12
"Nova Ubiratã";"Mato Grosso";35;2005;6
"Nova Ubiratã";"Mato Grosso";35;2005;9
"Ipixuna do Pará";"Pará";36;2005;23
"Brejo Grande do Araguaia";"Pará";37;2005;79
"São Miguel do Araguaia";"Goiás";38;2005;19
"Bonito";"Mato Grosso do Sul";39;2005;8
"Dom Eliseu";"Pará";40;2005;18
"Pacajá";"Pará";40;2005;0
"Tucuruí";"Pará";40;2005;22
"Centro Novo do Maranhão";"Maranhão";40;2005;0
"Açailândia";"Maranhão";41;2005;0
"Alto Alegre do Pindaré";"Maranhão";41;2005;12
"João Lisboa";"Maranhão";41;2005;5
"João Lisboa";"Maranhão";41;2005;7
"Santa Luzia";"Maranhão";41;2005;30
"Vila Nova dos Martírios";"Maranhão";41;2005;4
"Vila Nova dos Martírios";"Maranhão";41;2005;0
"Araguaína";"Tocantins";42;2005;4
"Bandeirantes do Tocantins";"Tocantins";42;2005;10
"Rio Maria";"Pará";43;2005;17
"Rio Maria";"Pará";43;2005;22
"Rondon do Pará";"Pará";43;2005;41
"Itupiranga";"Pará";44;2005;17
"Campos de Júlio";"Mato Grosso";45;2005;35
"Rondon do Pará";"Pará";46;2005;7
"Rondon do Pará";"Pará";46;2005;0
"Amarante do Maranhão";"Maranhão";46;2005;18
"Bom Jesus das Selvas";"Maranhão";46;2005;21
"Ariquemes";"Rondônia";47;2005;0
"Chupinguaia";"Rondônia";47;2005;0
"Porto Nacional";"Tocantins";48;2005;100
"Corumbiara";"Rondônia";49;2005;10
"Corumbiara";"Rondônia";49;2005;13
"Luís Eduardo Magalhães";"Bahia";50;2005;6
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"São Desidério";"Bahia";50;2005;8
"Ourilândia do Norte";"Pará";51;2005;13
"Pirenópolis";"Goiás";52;2005;162
"Rio Branco";"Acre";53;2005;12
"Pacajá";"Pará";54;2005;32
"Açailândia";"Maranhão";55;2005;2
"Açailândia";"Maranhão";55;2005;6
"Buritirana";"Maranhão";55;2005;15
"Porto Franco";"Maranhão";55;2005;1
"Porto Franco";"Maranhão";55;2005;0
"Vila Nova dos Martírios";"Maranhão";55;2005;0
"Camapuã";"Mato Grosso do Sul";56;2005;1
"Chapadão do Sul";"Mato Grosso do Sul";56;2005;7
"Doverlândia";"Goiás";57;2005;8
"Mineiros";"Goiás";57;2005;2
"Mineiros";"Goiás";57;2005;3
"Mineiros";"Goiás";57;2005;4
"Mineiros";"Goiás";57;2005;5
"Mineiros";"Goiás";57;2005;8
"Mineiros";"Goiás";57;2005;10
"Mineiros";"Goiás";57;2005;11
"Mineiros";"Goiás";57;2005;14
"Mineiros";"Goiás";57;2005;0
"Portelândia";"Goiás";57;2005;2
"Portelândia";"Goiás";57;2005;12
"Santa Rita do Araguaia";"Goiás";57;2005;5
"Formosa do Rio Preto";"Bahia";58;2005;39
"Wanderley";"Bahia";58;2005;22
"Rondon do Pará";"Pará";59;2005;0
"São Domingos do Araguaia";"Pará";59;2005;11
"Açailândia";"Maranhão";59;2005;8
"Açailândia";"Maranhão";59;2005;9
"São Raimundo das Mangabeiras";"Maranhão";60;2005;103
"Poconé";"Mato Grosso";61;2005;318
"Tabaporã";"Mato Grosso";62;2005;0
"Paragominas";"Pará";63;2005;52
"Cristalina";"Goiás";64;2005;24
"Várzea Grande";"Mato Grosso";65;2005;2
"Codó";"Maranhão";66;2005;27
"Codó";"Maranhão";66;2005;52
"Itaituba";"Pará";67;2005;5
"Itaituba";"Pará";67;2005;10
"Itaituba";"Pará";67;2005;13
"Novo Progresso";"Pará";67;2005;0
"São Geraldo do Araguaia";"Pará";68;2005;0
"Novo Jardim";"Tocantins";68;2005;11
"Ponte Alta do Bom Jesus";"Tocantins";68;2005;3
"Santa Rosa do Tocantins";"Tocantins";68;2005;6
"Santa Rosa do Tocantins";"Tocantins";68;2005;8
"Silvanópolis";"Tocantins";68;2005;7
"Manoel Emídio";"Piauí";69;2005;18
"Minaçu";"Goiás";70;2005;62
"Xinguara";"Pará";71;2005;7
"Xinguara";"Pará";71;2005;17
"Pacajá";"Pará";72;2005;23
"Uruará";"Pará";72;2005;30
"São Félix do Xingu";"Pará";73;2005;28
"Balsas";"Maranhão";74;2005;20
"Santa Terezinha";"Mato Grosso";75;2005;0
"São Félix do Araguaia";"Mato Grosso";75;2005;0
"Dom Eliseu";"Pará";76;2005;0
"Marabá";"Pará";76;2005;0
"Parauapebas";"Pará";76;2005;0
"Açailândia";"Maranhão";76;2005;0
"Água Azul do Norte";"Pará";77;2005;0
"Curionópolis";"Pará";78;2005;0
"Marabá";"Pará";78;2005;0
"Xinguara";"Pará";78;2005;0
"Nova Bandeirantes";"Mato Grosso";79;2005;16
"Campo Grande";"Mato Grosso do Sul";80;2005;0
"Vila Rica";"Mato Grosso";81;2005;0
"Anápolis";"Goiás";82;2005;0
"Ribeirão Preto";"São Paulo";83;2005;0
"Sebastião Leal";"Piauí";84;2005;37
"Rio Branco";"Acre";85;2005;38
"Bom Jesus do Tocantins";"Pará";1;2006;0
"Dom Eliseu";"Pará";1;2006;17
"Marabá";"Pará";2;2006;48
"Rondon do Pará";"Pará";2;2006;14
"Baianópolis";"Bahia";3;2006;20
"São Desidério";"Bahia";4;2006;0
"Comodoro";"Mato Grosso";5;2006;0
"Nova Lacerda";"Mato Grosso";5;2006;0
"Sobral";"Ceará";6;2006;48
"Campo Verde";"Mato Grosso";7;2006;0
"Nova Brasilândia";"Mato Grosso";7;2006;0
"Paranatinga";"Mato Grosso";7;2006;0
"Santa Terezinha";"Mato Grosso";8;2006;87
"Almas";"Tocantins";9;2006;2
"Conceição do Tocantins";"Tocantins";9;2006;4
"Dianópolis";"Tocantins";9;2006;0
"Cidelândia";"Maranhão";10;2006;18
"Itápolis";"São Paulo";11;2006;0
"Pradópolis";"São Paulo";11;2006;0
"Rio das Pedras";"São Paulo";11;2006;0
"Porto Murtinho";"Mato Grosso do Sul";12;2006;19
"Cocos";"Bahia";13;2006;0
"Dom Eliseu";"Pará";14;2006;4
"Dom Eliseu";"Pará";14;2006;12
"Dom Eliseu";"Pará";14;2006;13
"Beberibe";"Ceará";15;2006;40
"Chupinguaia";"Rondônia";16;2006;0
"Altamira";"Pará";17;2006;4
"Ananás";"Tocantins";18;2006;201
"Costa Rica";"Mato Grosso do Sul";19;2006;0
"Alto Taquari";"Mato Grosso";19;2006;0
"Goiatuba";"Goiás";20;2006;0
"Quirinópolis";"Goiás";20;2006;0
"Brasil Novo";"Pará";21;2006;22
"Brasil Novo";"Pará";21;2006;58
"Bom Jardim";"Maranhão";22;2006;66
"Bom Jesus das Selvas";"Maranhão";22;2006;27
"João Lisboa";"Maranhão";22;2006;0
"Dom Eliseu";"Pará";23;2006;18
"Dom Eliseu";"Pará";23;2006;30
"Dom Eliseu";"Pará";23;2006;35
"Açailândia";"Maranhão";24;2006;0
"Bom Jesus das Selvas";"Maranhão";24;2006;0
"Nossa Senhora do Livramento";"Mato Grosso";25;2006;0
"Goianésia do Pará";"Pará";26;2006;21
"Goianésia do Pará";"Pará";26;2006;0
"Araguaína";"Tocantins";27;2006;6
"Axixá do Tocantins";"Tocantins";27;2006;5
"Arapoema";"Tocantins";28;2006;16
"Riachinho";"Tocantins";28;2006;20
"São Bento do Tocantins";"Tocantins";28;2006;73
"Correntina";"Bahia";29;2006;23
"Belo Horizonte";"Minas Gerais";30;2006;0
"Jaborandi";"Bahia";31;2006;111
"Juara";"Mato Grosso";32;2006;21
"Juara";"Mato Grosso";32;2006;0
"Eldorado dos Carajás";"Pará";33;2006;6
"Marabá";"Pará";33;2006;12
"Medicilândia";"Pará";33;2006;10
"São Félix do Xingu";"Pará";34;2006;16
"Goianésia do Pará";"Pará";35;2006;24
"São Geraldo do Araguaia";"Pará";35;2006;22
"Tomé-Açu";"Pará";36;2006;32
"Alvinlândia";"São Paulo";37;2006;0
"Cumaru do Norte";"Pará";38;2006;10
"Cumaru do Norte";"Pará";38;2006;16
"Eldorado dos Carajás";"Pará";39;2006;0
"Parauapebas";"Pará";39;2006;0
"Pacajá";"Pará";40;2006;17
"Arapoema";"Tocantins";41;2006;39
"Arapoema";"Tocantins";41;2006;44
"Altamira";"Pará";42;2006;8
"Altamira";"Pará";42;2006;0
"Rubiataba";"Goiás";43;2006;0
"Formosa do Rio Preto";"Bahia";44;2006;45
"Carmolândia";"Tocantins";45;2006;4
"Santa Terezinha";"Mato Grosso";46;2006;9
"Vila Rica";"Mato Grosso";46;2006;0
"Breu Branco";"Pará";47;2006;12
"São Geraldo do Araguaia";"Pará";47;2006;9
"Barreiras";"Bahia";48;2006;156
"Peritoró";"Maranhão";49;2006;13
"Codó";"Maranhão";50;2006;49
"Bacabal";"Maranhão";51;2006;11
"São Félix do Xingu";"Pará";52;2006;11
"Tailândia";"Pará";53;2006;27
"Ananás";"Tocantins";54;2006;9
"Guarapuava";"Paraná";55;2006;13
"Recursolândia";"Tocantins";56;2006;27
"Abel Figueiredo";"Pará";57;2006;16
"Marabá";"Pará";57;2006;11
"Marabá";"Pará";57;2006;0
"Ribeiro Gonçalves";"Piauí";58;2006;0
"Sebastião Leal";"Piauí";58;2006;0
"Uruçuí";"Piauí";58;2006;0
"Medicilândia";"Pará";59;2006;13
"Campos de Júlio";"Mato Grosso";60;2006;249
"Tangará da Serra";"Mato Grosso";60;2006;0
"Paragominas";"Pará";61;2006;11
"Anápolis";"Goiás";62;2006;0
"Goiatuba";"Goiás";62;2006;0
"Gouvelândia";"Goiás";62;2006;0
"Indiara";"Goiás";62;2006;0
"Itumbiara";"Goiás";62;2006;0
"Maurilândia";"Goiás";62;2006;0
"Porteirão";"Goiás";62;2006;0
"Quirinópolis";"Goiás";62;2006;0
"Turvelândia";"Goiás";62;2006;0
"Pacajá";"Pará";63;2006;33
"Tucuruí";"Pará";63;2006;10
"Tucuruí";"Pará";63;2006;16
"Santa Rita de Cássia";"Bahia";64;2006;74
"Bom Jardim";"Maranhão";65;2006;17
"Itinga do Maranhão";"Maranhão";65;2006;10
"Sena Madureira";"Acre";66;2006;8
"Bocaiúva do Sul";"Paraná";67;2006;13
"Paranatinga";"Mato Grosso";68;2006;46
"Bom Jardim";"Maranhão";69;2006;19
"São Desidério";"Bahia";70;2006;18
"Riachão das Neves";"Bahia";71;2006;30
"Cocos";"Bahia";72;2006;46
"Axixá do Tocantins";"Tocantins";73;2006;3
"Paragominas";"Pará";74;2006;130
"Cumaru do Norte";"Pará";75;2006;47
"Campos Lindos";"Tocantins";76;2006;0
